absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
17,3.9,20.6%,104,0.5,6.8%,7.1,1.1,2.7%,7.0,4.0,57.1%,37.9%,3.1,1.3,42.3%,16.6%,101,1.1,32.2%,10,3.6,17,4.4,19,14.4%,5.5,18.5,10.2,5.6,12.1,8.4,2.2,2.1,10,0.7,0.4,50.0%,3.8%,DeMarcus Cousins,12.4,23.2,56.4%,77.7%,19.4%,2.1,0.6,28.6%,11.1%,24.4,16-17,45.2%,37.5%,51.0%,1.5,2.1%,新奥尔良鹈鹕,33.8,33.1%,7,1.6
60,1.9,9.8%,114,4.0,8.9%,4.9,0.4,0.9%,3.1,1.7,56.0%,21.2%,2.3,0.9,41.5%,15.6%,107,2.4,29.3%,12,2.0,60,2.1,21,10.9%,4.3,14.5,8.6,6.5,15.2,6.2,2.5,2.4,20,1.4,0.6,43.5%,9.8%,Kevin Love,11.1,21.1,57.3%,87.1%,19.5%,1.2,0.5,39.7%,8.4%,19.0,16-17,42.7%,37.3%,51.0%,0.9,1.4%,克里夫兰骑士,31.5,26.4%,40,6.4
77,2.4,12.2%,112,4.7,7.0%,4.1,0.5,1.4%,2.2,1.2,55.0%,17.3%,2.4,1.1,45.2%,19.0%,102,3.8,28.4%,20,1.8,77,2.1,17,11.3%,3.4,12.7,8.0,5.7,15.2,5.3,1.9,2.1,24,1.1,0.4,34.1%,8.4%,Kevin Love,9.9,19.0,55.3%,82.2%,17.8%,1.3,0.6,45.1%,10.4%,16.0,15-16,41.9%,36.0%,49.9%,0.8,1.2%,克里夫兰骑士,31.5,23.4%,53,8.5
75,2.2,10.7%,115,5.8,6.5%,4.3,0.5,1.2%,2.7,1.7,61.1%,21.3%,2.3,0.8,36.6%,18.1%,105,2.9,26.3%,27,1.6,75,1.9,18,10.0%,3.4,12.7,7.9,5.2,14.8,5.5,1.9,1.9,25,1.0,0.4,40.8%,8.0%,Kevin Love,9.7,18.8,56.2%,80.4%,16.6%,1.4,0.7,46.8%,11.4%,16.4,14-15,43.4%,36.7%,50.9%,0.7,1.0%,克里夫兰骑士,33.7,21.7%,50,8.7
79,0.7,7.0%,87,-0.9,6.2%,0.7,0.3,1.8%,0.9,0.5,58.6%,27.2%,0.4,0.1,17.6%,13.2%,102,1.6,20.3%,6,0.6,1,2.0,3,15.4%,0.6,3.3,2.6,0.8,14.1,1.1,0.7,0.2,34,0.3,0.1,20.8%,9.3%,Draymond Green,3.3,7.1,40.4%,81.8%,13.5%,0.8,0.2,29.0%,24.1%,2.9,12-13,32.7%,20.9%,35.4%,0.5,2.0%,金州勇士,13.4,14.0%,45,0.6
82,3.8,16.9%,120,10.4,8.6%,10.2,1.0,1.8%, , , , , , , , ,103,5.0,24.6%, ,2.9,82,3.2, ,11.7%,7.5,17.6,8.4,0.2, ,9.7,2.8,0.0,35, , , , ,Karl Malone,11.2,26.2,61.2%,74.0%,16.9%, , , , ,27.0,92-93,55.2%,20.0%,55.4%,1.5,2.0%,犹他爵士,37.8,28.4%,47,15.4
81,3.0,13.4%,118,9.9,8.7%,10.7,0.6,1.0%, , , , , , , , ,103,5.2,24.1%, ,3.1,81,2.8, ,11.6%,8.3,18.7,8.4,0.2, ,9.9,2.8,0.0,27, , , , ,Karl Malone,11.2,25.4,59.9%,77.8%,16.8%, , , , ,28.0,91-92,52.6%,17.6%,52.7%,1.3,1.8%,犹他爵士,37.7,30.3%,54,15.1
80,4.6,23.7%,111,6.6,7.5%,7.7,1.9,3.9%,6.1,4.0,65.4%,41.1%,4.8,2.0,41.1%,32.4%,100,5.4,20.0%,126,2.9,80,2.3,45,13.8%,5.3,14.9,6.5,0.2,6.3,7.5,2.4,0.0,33,2.2,0.8,36.6%,14.7%,Pau Gasol,8.9,22.7,55.5%,68.9%,13.8%,1.6,0.7,41.1%,10.8%,20.4,05-06,50.3%,25.0%,50.4%,0.6,0.8%,孟菲斯灰熊,39.2,26.4%,47,12.0
56,2.4,14.7%,112,4.1,8.7%,6.6,1.7,4.1%,5.3,3.5,65.9%,43.0%,4.7,2.0,43.2%,38.0%,102,2.8,18.7%,85,2.4,53,2.6,37,13.8%,5.0,12.4,5.0,0.1,5.4,6.4,2.3,0.0,28,1.3,0.5,38.6%,10.1%,Pau Gasol,7.3,22.5,58.2%,76.8%,13.7%,1.0,0.3,32.1%,8.1%,17.8,04-05,51.4%,16.7%,51.4%,0.7,1.1%,孟菲斯灰熊,32.0,26.2%,28,6.8
78,2.5,14.9%,108,5.3,9.4%,6.6,1.7,3.9%,5.3,3.2,60.3%,39.4%,5.1,2.1,42.1%,37.6%,102,2.8,18.3%,114,2.4,78,2.4,39,12.8%,4.7,13.4,5.1,0.2,6.3,6.5,2.6,0.1,29,1.5,0.5,34.5%,10.8%,Pau Gasol,7.7,21.7,54.2%,71.4%,13.8%,1.5,0.6,42.1%,10.9%,17.7,03-04,48.2%,26.7%,48.4%,0.6,0.9%,孟菲斯灰熊,31.5,26.8%,49,8.1
65,4.1,16.7%, ,8.1,7.6%,6.6,3.3,4.0%, , , , , , , , ,92,4.8,26.4%, , , ,3.2, , ,5.0,24.4,11.0, , ,12.5,3.0, , , , , , ,Kareem Abdul-Jabbar,14.0,26.4,55.0%,76.3%,17.3%, , , , ,30.0,74-75,51.3%, ,51.2%,1.0,1.1%,密尔沃基雄鹿,42.3, , ,12.9
81,4.8,16.1%, ,10.6,8.8%,5.2,3.5,4.0%, , , , , , , , ,89,7.9,23.9%, , , ,2.9, , ,3.6,21.7,11.0, , ,11.7,3.5, , , , , , ,Kareem Abdul-Jabbar,14.5,24.4,56.4%,70.2%,16.9%, , , , ,27.0,73-74,53.9%, ,53.9%,1.4,1.4%,密尔沃基雄鹿,43.8, , ,18.4
82,7.3,36.3%,118,9.7,2.6%,4.1,0.1,0.2%,3.5,2.2,62.5%,25.9%,2.1,0.8,38.6%,15.4%,106,1.9,7.0%,0,2.3,82,1.6,27,13.2%,3.8,13.6,2.1,3.3,12.8,6.3,0.8,1.4,22,2.1,0.8,40.8%,15.2%,Steve Nash,2.9,22.6,57.6%,90.9%,4.8%,2.6,1.1,42.4%,19.5%,17.7,02-03,46.5%,41.3%,51.5%,1.0,1.6%,达拉斯小牛,33.1,24.4%,60,11.6
82,7.7,36.1%,118,9.5,2.0%,3.6,0.0,0.1%,2.9,1.8,61.8%,22.2%,1.3,0.5,36.8%,9.7%,112,0.3,7.9%,0,2.8,82,2.0,16,15.8%,3.2,13.3,2.5,4.2,14.8,6.4,0.6,1.9,25,1.9,0.9,47.4%,14.0%,Steve Nash,3.1,20.7,60.2%,88.7%,5.0%,3.0,1.3,44.3%,22.6%,17.9,01-02,48.3%,45.5%,55.4%,0.6,1.0%,达拉斯小牛,34.6,23.0%,57,9.9
81,2.4,15.0%,111,3.9,3.1%,2.8,0.5,1.6%,1.8,1.0,55.9%,17.0%,1.4,0.6,43.0%,13.3%,106,2.0,14.4%,26,1.3,3,2.8,19,10.0%,2.2,10.6,3.4,4.9,17.1,4.6,0.7,2.0,40,0.8,0.3,36.9%,7.6%,Vince Carter,4.1,17.8,57.1%,81.6%,8.9%,1.6,0.7,42.4%,15.4%,13.4,12-13,43.5%,40.6%,53.0%,0.9,1.8%,达拉斯小牛,25.8,23.1%,41,6.0
61,2.3,15.0%,102,1.0,2.3%,1.9,0.4,1.3%,2.0,1.2,61.0%,22.7%,1.3,0.4,31.6%,14.6%,103,1.8,12.5%,20,1.4,40,2.2,7,12.4%,1.6,8.9,2.8,3.4,14.7,3.7,0.5,1.2,28,0.8,0.3,36.7%,9.0%,Vince Carter,3.4,13.6,51.9%,82.6%,7.5%,1.4,0.5,36.0%,15.9%,10.1,11-12,41.1%,36.1%,48.0%,0.9,1.9%,达拉斯小牛,25.3,20.4%,33,2.9
67,4.2,27.2%,114,5.0,2.1%,5.2,0.1,0.2%,3.0,1.8,58.4%,25.3%,1.3,0.4,31.5%,11.2%,109,1.1,7.7%,0,2.1,1,2.2,15,13.1%,4.5,11.9,1.8,5.2,15.3,5.0,0.5,1.9,27,1.0,0.4,37.5%,8.0%,Isaiah Thomas,2.3,20.6,58.0%,86.8%,4.9%,1.4,0.5,37.5%,12.0%,16.4,14-15,42.1%,37.3%,50.2%,0.9,1.6%,总计,25.8,27.8%,40,6.1
21,5.4,35.2%,114,1.8,1.4%,6.5,0.0,0.0%,4.1,2.3,56.3%,30.5%,1.0,0.2,19.0%,7.4%,109,0.3,7.5%,0,2.6,0,2.1,10,13.5%,5.6,13.5,1.8,6.6,15.6,5.6,0.3,2.3,7,0.5,0.2,36.4%,3.9%,Isaiah Thomas,2.1,22.3,58.1%,86.1%,4.4%,1.3,0.6,44.4%,9.5%,19.0,14-15,41.2%,34.5%,49.6%,0.6,1.1%,波士顿凯尔特人,25.9,32.1%,14,2.1
72,8.8,45.1%,120,11.6,1.8%,10.1,0.7,1.7%,5.5,3.6,65.8%,27.3%,2.4,0.8,35.1%,11.8%,105,3.8,15.2%,19,4.4,72,2.3,55,15.1%,8.7,20.1,4.8,10.0,15.3,9.0,0.6,3.7,13,1.4,0.6,43.7%,7.1%,James Harden,5.4,29.8,61.9%,85.8%,8.6%,0.8,0.3,36.8%,3.9%,30.4,17-18,44.9%,36.7%,54.1%,1.8,2.4%,休斯顿火箭,35.4,36.1%,59,15.4
6,1.0,11.8%,87,-0.2,4.9%,1.8,0.2,0.9%,1.7,0.7,40.0%,20.4%,0.3,0.0,0.0%,4.1%,99,0.2,21.7%,2,2.0,0,1.8,0,18.2%,1.3,8.2,3.0,3.7,17.0,3.0,0.7,1.5,1,1.2,0.5,42.9%,14.3%,Paul George,3.7,13.0,49.2%,72.7%,13.4%,1.3,0.3,25.0%,16.3%,8.8,14-15,36.7%,40.9%,45.9%,0.8,2.8%,印第安纳步行者,15.3,32.8%,5,0.0
80,3.5,17.9%,107,4.4,2.6%,5.8,0.3,0.6%,3.5,2.1,59.7%,20.8%,1.4,0.5,36.0%,8.4%,97,6.4,17.7%,69,2.8,80,2.5,36,12.5%,5.0,17.0,6.0,6.3,15.8,7.2,0.8,2.3,26,2.6,1.0,40.2%,15.0%,Paul George,6.8,20.1,55.5%,86.4%,10.5%,3.3,1.3,39.2%,19.1%,21.7,13-14,42.4%,36.4%,49.0%,1.9,2.7%,印第安纳步行者,36.3,28.3%,54,10.8
79,4.1,19.6%,104,2.7,3.4%,3.5,0.6,1.3%,3.6,2.3,62.9%,24.1%,1.3,0.3,25.0%,8.5%,97,6.3,19.0%,71,2.9,79,2.9,26,15.2%,2.8,14.9,6.5,5.9,15.5,6.2,1.1,2.2,31,1.7,0.6,37.2%,11.6%,Paul George,7.6,16.8,53.1%,80.7%,11.3%,2.4,0.9,36.9%,15.9%,17.4,12-13,41.9%,36.2%,49.1%,1.8,2.6%,印第安纳步行者,37.6,23.5%,48,9.0
55,4.8,27.4%,108,3.4,7.1%,10.0,1.3,3.6%,6.6,4.1,61.5%,32.7%,4.6,1.9,40.6%,22.7%,106,2.6,28.3%,56,3.8,55,3.7,53,13.2%,7.7,20.3,8.5,4.9,11.5,9.2,2.1,1.7,32,1.2,0.3,27.7%,5.8%,DeMarcus Cousins,10.6,26.5,56.2%,77.0%,17.8%,3.0,1.2,39.0%,14.7%,27.8,16-17,45.2%,35.6%,49.4%,1.4,2.0%,萨克拉门托国王,34.4,37.5%,23,6.0
65,3.3,17.0%,103,2.4,7.7%,10.2,1.4,3.3%,7.4,4.4,59.5%,36.0%,5.9,2.4,41.2%,28.6%,103,3.3,28.2%,73,3.8,65,3.6,63,13.3%,7.3,20.5,9.1,3.2,9.2,9.2,2.4,1.1,36,0.7,0.2,25.5%,3.5%,DeMarcus Cousins,11.5,23.6,53.8%,71.8%,18.0%,3.3,1.2,35.8%,16.1%,26.9,15-16,45.1%,33.3%,47.7%,1.6,2.2%,萨克拉门托国王,34.5,35.4%,29,5.7
59,3.6,20.4%,104,2.8,10.8%,9.2,1.7,4.0%,7.6,4.8,63.3%,41.9%,4.6,1.5,31.8%,25.7%,101,3.2,30.6%,72,4.3,59,4.1,54,16.3%,7.2,18.1,9.5,0.1,7.7,8.4,3.1,0.0,36,1.4,0.5,34.9%,7.8%,DeMarcus Cousins,12.7,25.2,54.5%,78.2%,21.1%,4.3,1.6,38.3%,23.7%,24.1,14-15,46.7%,25.0%,46.8%,1.5,2.3%,萨克拉门托国王,34.1,34.1%,23,6.0
77,4.4,21.4%,120,10.6,8.5%,8.2,0.5,1.0%,4.7,3.1,66.9%,25.3%,3.1,1.3,41.2%,16.7%,104,3.7,29.5%,31,2.5,77,1.8,36,10.3%,6.8,18.5,9.6,6.6,14.3,8.4,2.9,2.5,38,1.7,0.6,35.4%,9.1%,Kevin Love,12.5,26.9,59.1%,82.1%,18.7%,2.5,1.0,40.0%,13.4%,26.1,13-14,45.7%,37.6%,52.4%,0.8,1.0%,明尼苏达森林狼,36.3,28.8%,39,14.3
18,2.3,11.8%,99,0.1,11.5%,7.9,0.5,1.1%,5.3,2.6,49.0%,32.2%,3.2,0.9,28.1%,19.1%,102,0.9,35.9%,8,2.2,18,1.9,5,9.8%,5.6,16.6,10.4,5.1,12.7,5.8,3.6,1.1,9,1.0,0.6,55.6%,6.0%,Kevin Love,14.0,17.9,45.8%,70.4%,23.3%,1.9,0.7,34.3%,11.7%,18.3,12-13,35.2%,21.7%,38.6%,0.7,1.1%,明尼苏达森林狼,34.4,28.9%,9,1.1
82,3.3,14.7%,117,9.9,9.0%,10.8,1.0,1.5%, , , , , , , , ,102,5.6,24.5%, ,3.0,82,3.3, ,10.9%,8.3,19.6,8.9,0.2, ,10.3,2.9,0.0,28, , , , ,Karl Malone,11.8,24.8,59.6%,77.0%,17.2%, , , , ,29.0,90-91,52.7%,28.6%,52.8%,1.1,1.4%,犹他爵士,40.3,30.1%,54,15.5
82,2.8,13.2%,118,10.5,9.3%,11.1,0.6,1.0%, , , , , , , , ,102,5.4,24.0%, ,3.7,82,3.2, ,13.0%,8.5,19.8,8.3,0.5, ,11.1,2.8,0.2,27, , , , ,Karl Malone,11.1,27.2,62.6%,76.2%,17.1%, , , , ,31.0,89-90,56.2%,37.2%,56.7%,1.5,1.9%,犹他爵士,38.1,32.6%,55,15.9
80,2.7,12.8%,115,8.6,10.0%,11.5,0.9,1.3%, , , , , , , , ,99,6.6,19.6%, ,3.6,80,3.6, ,12.7%,8.8,19.5,7.4,0.2, ,10.1,3.2,0.1,30, , , , ,Karl Malone,10.7,24.4,59.2%,76.6%,15.1%, , , , ,29.1,88-89,51.9%,31.3%,52.1%,1.8,2.3%,犹他爵士,39.1,30.4%,50,15.2
82,2.8,13.6%,110,6.5,7.4%,6.9,1.8,3.4%,5.2,3.5,67.7%,38.3%,4.7,2.0,43.5%,34.2%,106,2.0,19.9%,156,2.6,82,2.7,59,13.5%,5.1,13.6,6.4,0.1,6.5,6.9,2.3,0.0,54,2.0,0.8,38.3%,15.0%,Pau Gasol,8.8,20.7,57.0%,73.6%,13.7%,1.6,0.6,37.7%,11.6%,19.0,02-03,51.0%,10.0%,51.0%,0.4,0.6%,孟菲斯灰熊,36.0,24.1%,28,8.5
82,2.7,13.8%,108,4.8,8.8%,5.8,2.1,3.9%,6.0,4.3,70.7%,46.5%,4.5,1.6,36.9%,34.4%,105,2.8,18.2%,177,2.7,79,2.4,54,15.0%,4.1,13.0,6.0,0.1,5.2,6.7,2.9,0.0,59,1.4,0.4,30.5%,11.1%,Pau Gasol,8.9,19.5,56.6%,70.9%,13.5%,1.0,0.4,36.3%,7.5%,17.6,01-02,51.8%,20.0%,51.8%,0.5,0.7%,孟菲斯灰熊,36.7,22.6%,23,7.6
76,5.0,17.9%, ,14.4, ,6.1, , , , , , , , , , , ,7.5, , , , ,2.7, , ,4.3,23.3, , , ,12.9, , , , , , , ,Kareem Abdul-Jabbar,16.1,28.5,58.0%,71.3%,18.2%, , , , ,30.2,72-73,55.4%, ,55.4%, , ,密尔沃基雄鹿,42.8, , ,21.9
81,4.6,16.1%, ,18.3, ,9.0, , , , , , , , , , , ,7.1, , , , ,2.9, , ,6.2,24.9, , , ,14.3, , , , , , , ,Kareem Abdul-Jabbar,16.6,29.9,60.3%,68.9%,18.1%, , , , ,34.8,71-72,57.4%, ,57.4%, , ,密尔沃基雄鹿,44.2, , ,25.4
70,7.3,34.6%,115,6.8,2.2%,3.7,0.1,0.1%,3.2,2.0,62.7%,28.4%,1.6,0.5,32.1%,13.8%,106,1.6,8.1%,0,2.9,70,2.3,9,18.5%,3.3,11.3,2.5,3.1,12.7,5.5,0.7,1.3,22,1.5,0.7,48.6%,13.5%,Steve Nash,3.2,19.6,60.3%,89.5%,5.2%,1.9,1.0,52.3%,16.7%,15.6,00-01,48.7%,40.6%,54.4%,1.0,1.6%,达拉斯小牛,34.1,21.1%,48,8.4
56,4.9,25.5%,114,2.8,2.4%,1.5,0.1,0.1%, , , , , , , , ,111,0.2,6.1%, ,1.8,27,2.2, ,20.3%,1.3,6.5,1.6,2.7, ,3.1,0.6,1.1,25, , , , ,Steve Nash,2.2,13.5,60.1%,88.2%,4.2%, , , , ,8.6,99-00,47.7%,40.3%,55.9%,0.7,1.2%,达拉斯小牛,27.4,14.5%,31,3.0
73,2.0,12.1%,106,2.0,3.1%,2.4,0.3,0.7%,2.8,1.8,64.4%,22.7%,1.7,0.8,43.3%,14.3%,108,1.9,12.4%,36,1.2,63,2.6,23,8.5%,1.8,12.2,3.0,4.4,14.9,5.3,0.7,1.6,35,1.2,0.4,34.4%,10.1%,Vince Carter,3.8,14.8,52.8%,74.0%,7.8%,2.1,0.8,37.7%,16.9%,14.0,10-11,43.7%,36.1%,50.2%,0.9,1.7%,总计,28.1,23.5%,38,3.8
51,1.6,17.3%,111,1.1,2.0%,1.9,0.3,0.4%,3.4,2.2,64.9%,27.8%,1.9,0.9,47.6%,15.8%,103,1.0,13.5%,10,1.1,41,2.4,8,10.7%,1.4,12.3,2.8,4.8,13.7,5.2,0.8,1.7,26,1.3,0.6,50.0%,10.5%,Vince Carter,3.6,16.2,55.7%,73.5%,7.9%,2.0,0.7,36.4%,16.5%,13.5,10-11,42.2%,36.6%,52.1%,0.9,1.6%,菲尼克斯太阳,27.2,23.4%,25,2.1
46,3.7,23.6%,115,3.2,2.4%,4.6,0.1,0.3%,2.5,1.5,60.0%,22.5%,1.5,0.5,35.3%,13.3%,109,0.7,7.8%,0,1.9,1,2.3,5,12.8%,4.0,11.1,1.8,4.5,15.2,4.7,0.6,1.8,20,1.2,0.4,37.7%,10.4%,Isaiah Thomas,2.4,19.7,57.9%,87.2%,5.1%,1.5,0.5,34.8%,13.5%,15.2,14-15,42.6%,39.1%,50.5%,1.0,1.9%,菲尼克斯太阳,25.7,25.8%,26,4.0
72,6.3,32.2%,114,6.4,2.1%,5.7,0.1,0.3%,2.8,1.9,68.5%,18.5%,3.2,1.3,41.4%,20.7%,111,1.3,7.5%,0,3.0,54,2.6,29,14.3%,4.8,15.2,2.3,5.1,14.5,6.9,0.7,1.8,46,2.0,0.9,43.3%,12.9%,Isaiah Thomas,2.9,20.5,57.4%,85.0%,4.7%,2.2,1.0,46.6%,14.7%,20.3,13-14,45.3%,34.9%,51.0%,1.3,1.9%,萨克拉门托国王,34.6,26.3%,26,7.7
81,11.2,50.7%,118,11.5,3.5%,10.9,0.5,1.0%,4.6,3.1,68.2%,24.2%,2.5,0.9,36.4%,13.4%,107,3.6,20.9%,21,5.7,81,2.7,29,19.5%,9.2,18.9,7.0,9.3,15.9,8.3,1.2,3.2,27,1.4,0.6,41.9%,7.6%,James Harden,8.1,27.4,61.3%,84.7%,12.2%,1.0,0.4,42.7%,5.3%,29.1,16-17,44.0%,34.7%,52.5%,1.5,2.0%,休斯顿火箭,36.5,34.2%,54,15.0
82,7.5,35.4%,115,10.7,2.2%,10.2,0.6,1.4%,4.9,3.2,65.0%,24.6%,2.4,0.8,32.8%,12.4%,108,2.6,15.6%,16,4.6,82,2.8,56,15.9%,8.8,19.7,5.3,8.0,14.4,8.7,0.8,2.9,41,2.1,0.9,42.6%,10.5%,James Harden,6.1,25.3,59.8%,86.0%,8.8%,2.4,1.0,40.2%,12.0%,29.0,15-16,43.9%,35.9%,51.2%,1.7,2.2%,休斯顿火箭,38.1,32.5%,41,13.3
81,7.0,34.6%,118,12.2,2.8%,10.2,0.7,1.6%,5.6,3.5,61.8%,31.0%,1.9,0.6,29.1%,10.7%,103,4.2,14.2%,33,4.0,81,2.6,50,14.9%,8.8,18.1,4.7,6.9,14.0,8.0,0.9,2.6,25,1.3,0.6,43.1%,7.4%,James Harden,5.7,26.7,60.5%,86.8%,8.5%,2.4,0.8,33.7%,13.1%,27.4,14-15,44.0%,37.5%,51.1%,1.9,2.6%,休斯顿火箭,36.8,31.3%,56,16.4
66,2.4,13.6%,108,2.8,3.2%,2.8,0.6,1.5%,2.9,1.8,62.1%,29.7%,0.9,0.3,36.7%,9.4%,100,3.2,17.9%,49,1.8,66,2.9,13,14.0%,2.2,9.7,4.8,3.5,14.2,4.3,0.8,1.4,24,0.9,0.3,35.6%,9.2%,Paul George,5.6,16.5,55.5%,80.2%,10.6%,1.5,0.5,31.3%,15.0%,12.1,11-12,44.0%,38.5%,51.0%,1.6,2.9%,印第安纳步行者,29.7,19.3%,42,6.0
61,1.1,8.3%,103,0.5,3.3%,1.7,0.4,1.5%,1.9,1.3,65.5%,30.1%,0.6,0.2,36.8%,9.6%,104,1.9,16.3%,33,1.1,19,2.1,9,13.7%,1.3,6.5,3.1,2.3,14.0,2.9,0.6,0.7,32,0.7,0.3,43.9%,10.4%,Paul George,3.7,13.0,54.2%,76.2%,9.8%,1.0,0.5,47.5%,14.9%,7.8,10-11,45.3%,29.7%,50.5%,1.0,2.5%,印第安纳步行者,20.7,17.8%,29,2.4
71,2.9,17.8%,107,4.1,10.6%,8.4,1.3,3.2%,6.0,4.1,67.3%,35.9%,5.4,2.1,38.9%,32.4%,101,3.8,30.5%,82,3.5,71,3.8,79,14.7%,6.1,16.8,8.6,0.1,7.9,8.3,3.1,0.0,43,1.5,0.6,39.0%,8.8%,DeMarcus Cousins,11.7,26.1,55.5%,72.6%,20.4%,3.7,1.6,42.3%,22.3%,22.7,13-14,49.6%,0.0%,49.6%,1.5,2.4%,萨克拉门托国王,32.3,32.7%,28,7.9
75,2.7,15.3%,102,2.0,10.9%,5.6,0.7,1.9%,5.3,3.4,63.9%,38.2%,3.9,1.6,40.2%,28.1%,106,2.3,27.0%,86,3.0,74,3.6,47,15.5%,4.2,13.8,7.0,0.3,8.4,6.4,3.0,0.1,49,0.9,0.3,32.4%,6.6%,DeMarcus Cousins,9.9,20.2,52.4%,73.8%,18.7%,3.5,1.1,33.2%,25.0%,17.1,12-13,46.5%,18.2%,46.7%,1.4,2.4%,萨克拉门托国王,30.5,28.1%,26,4.4
55,2.0,10.0%,117,7.6,11.6%,8.4,0.5,0.9%,6.5,3.9,60.0%,33.5%,3.1,1.2,39.3%,15.9%,104,2.3,26.4%,39,2.3,55,2.8,32,9.2%,6.9,19.3,9.2,5.1,12.3,8.6,4.1,1.9,31,1.6,0.5,28.7%,8.2%,Kevin Love,13.3,25.4,56.8%,82.4%,19.0%,3.0,1.2,38.9%,15.8%,26.0,11-12,44.8%,37.2%,49.7%,0.9,1.1%,明尼苏达森林狼,39.1,28.8%,24,10.0
73,2.5,11.8%,123,8.9,13.7%,6.8,0.4,0.8%,4.9,3.0,61.5%,35.2%,3.6,1.4,39.8%,25.9%,108,2.5,34.2%,22,2.1,73,2.0,41,11.1%,5.8,14.1,10.7,2.9,10.4,6.6,4.5,1.2,56,1.1,0.3,31.3%,7.8%,Kevin Love,15.2,24.3,59.3%,85.0%,23.6%,1.5,0.6,38.0%,10.5%,20.2,10-11,47.0%,41.7%,51.3%,0.6,0.9%,明尼苏达森林狼,35.8,22.9%,17,11.4
38,1.6,16.4%,107,0.4,3.2%,0.6,0.3,1.5%,0.5,0.3,66.7%,15.7%,0.4,0.2,50.0%,12.2%,105,0.7,27.9%,1,0.4,38,1.8,1,11.4%,0.4,3.0,3.6,0.0,13.6,1.4,0.4,0.0,24,0.4,0.1,31.3%,13.9%,Kevin Garnett,3.9,12.3,49.1%,66.7%,15.7%,1.7,0.8,45.5%,57.4%,3.2,15-16,47.0%,0.0%,47.0%,0.7,2.5%,明尼苏达森林狼,14.7,11.3%,14,1.1
82,2.4,10.1%,107,4.0,9.7%,9.6,0.6,0.9%, , , , , , , , ,101,6.1,22.8%, ,4.0,82,3.6, ,14.0%,6.7,20.1,8.6,0.1, ,10.5,3.4,0.0,35, , , , ,Karl Malone,12.0,20.7,56.8%,70.0%,16.6%, , , , ,27.7,87-88,52.0%,0.0%,52.0%,1.4,1.7%,犹他爵士,39.0,29.7%,47,10.1
82,1.9,8.8%,104,1.8,10.0%,6.6,0.7,1.2%, , , , , , , , ,102,5.1,21.2%, ,2.9,82,3.9, ,12.5%,3.9,17.3,7.0,0.1, ,8.9,3.4,0.0,38, , , , ,Karl Malone,10.4,18.0,53.6%,59.8%,15.6%, , , , ,21.7,86-87,51.2%,0.0%,51.2%,1.3,1.7%,犹他爵士,34.8,26.3%,44,6.9
82,3.3,12.2%, ,17.0, ,8.3, , , , , , , , , , , ,5.3, , , , ,3.2, , ,5.7,22.5, , , ,13.0, , , , , , , ,Kareem Abdul-Jabbar,16.0,29.0,60.6%,69.0%,18.9%, , , , ,31.7,70-71,57.7%, ,57.7%, , ,密尔沃基雄鹿,40.1, , ,22.3
82,4.1,13.1%, ,9.3, ,9.1, , , , , , , , , , , ,4.5, , , , ,3.5, , ,5.9,22.1, , , ,11.4, , , , , , , ,Kareem Abdul-Jabbar,14.5,22.5,55.2%,65.3%, , , , , ,28.8,69-70,51.8%, ,51.8%, , ,密尔沃基雄鹿,43.1, , ,13.8
40,5.5,27.2%,99,0.6,2.8%,1.2,0.1,0.1%, , , , , , , , ,108,0.3,7.3%, ,2.1,40,2.5, ,19.9%,1.0,7.9,2.1,3.3, ,2.9,0.8,1.2,27, , , , ,Steve Nash,2.9,10.9,47.1%,82.6%,5.0%, , , , ,7.9,98-99,36.3%,37.4%,44.1%,0.9,1.6%,达拉斯小牛,31.7,15.1%,13,1.0
76,3.4,25.2%,111,2.9,2.3%,1.1,0.1,0.2%, , , , , , , , ,105,1.8,8.8%, ,1.3,9,1.9, ,13.6%,1.0,7.7,1.7,2.6, ,3.5,0.4,1.1,25, , , , ,Steve Nash,2.1,15.6,55.6%,86.0%,5.6%, , , , ,9.1,97-98,45.9%,41.5%,52.8%,0.8,2.0%,菲尼克斯太阳,21.9,19.6%,51,4.8
22,2.9,9.6%,104,0.9,3.6%,3.4,0.1,0.9%,2.5,1.6,64.1%,20.5%,1.7,0.7,41.2%,13.6%,111,0.8,11.8%,26,1.6,22,3.2,15,7.5%,2.5,12.1,3.6,3.5,15.5,5.7,0.5,1.2,9,1.2,0.3,27.4%,9.9%,Vince Carter,4.1,14.2,51.6%,74.7%,7.7%,2.1,0.8,38.3%,17.1%,15.1,10-11,47.0%,34.6%,49.4%,0.9,1.7%,奥兰多魔术,30.2,23.5%,13,1.7
