absent,assist,assist_rate,attack_efficient,attack_ws,attackrebound_rate,behindrebound,block,block_rate,bottom_hand,bottom_hit,bottom_hit_rate,bottom_part_rate,close_hand,close_hit,close_hit_rate,close_part_rate,defend_efficient,defend_ws,defendrebound_rate,dunk,fault,first,foul,foul_plus_one,foul_rate,frontrebound,hand,hand1,hand3,hand_distance,hit,hit1,hit3,lose,middle_hand,middle_hit,middle_hit_rate,middle_part_rate,name,penalty,per_value,real_hit,rebound,rebound_rate,remote_hand,remote_hit,remote_hit_rate,remote_part_rate,score,season,shoot,shoot3,shoot_efficient,steal,steal_rate,team,time,use_rate,win,ws
78,1.4,6.8%,113,6.7,12.6%,11.7,2.4,4.9%,6.6,5.0,75.2%,49.5%,5.2,2.3,45.3%,38.5%,94,7.7,30.6%,227,3.6,78,3.3,79,16.2%,7.0,13.4,10.1,0.1,4.9,7.9,4.0,0.0,27,1.3,0.5,38.0%,9.6%,Dwight Howard,14.1,26.1,61.6%,59.6%,21.8%,0.2,0.1,55.6%,1.7%,22.9,10-11,59.3%,0.0%,59.3%,1.4,1.9%,奥兰多魔术,37.6,27.2%,51,14.4
82,2.2,10.1%,102,1.7,1.2%,1.9,0.5,1.2%,2.1,1.3,61.7%,14.5%,0.9,0.2,25.0%,6.3%,107,2.6,10.0%,15,1.9,82,2.9,4,11.0%,1.6,14.7,3.3,6.4,17.8,6.2,0.4,2.6,35,1.6,0.5,34.9%,10.7%,Klay Thompson,3.7,12.7,53.3%,84.1%,5.7%,3.6,1.5,41.8%,24.8%,16.6,12-13,42.2%,40.1%,50.9%,1.0,1.5%,金州勇士,35.8,21.8%,47,4.3
54,4.9,25.9%,109,0.2,2.9%,6.0,0.1,0.6%,5.7,3.7,64.7%,42.5%, , , ,0.0%,113,0.1,4.6%,0,2.5,50,1.5,1,16.4%,4.7,14.7,2.6,1.7,11.5,6.1,0.5,0.5,30,2.0,0.7,33.3%,15.0%,Allen Iverson,3.1,15.2,54.9%,78.6%,3.8%,3.0,1.0,33.3%,22.5%,17.4,08-09,41.6%,28.6%,47.5%,1.6,1.2%,底特律活塞,36.5,22.1%,24,0.2
3,6.7,23.0%,102,0.8,1.6%,8.3,0.3,0.2%,4.2,2.1,50.7%,28.3%,1.2,0.5,41.3%,7.9%,109,1.9,8.4%,0,3.3,3,1.0,24,12.7%,6.0,13.3,1.7,2.7,12.4,6.0,1.0,0.7,2,2.5,1.0,42.1%,16.8%,Allen Iverson,2.7,15.9,50.2%,72.0%,5.0%,5.2,2.0,38.3%,35.5%,18.7,08-09,45.0%,25.0%,43.2%,1.0,2.4%,丹佛掘金,41.0,25.9%,1,2.7
67,2.6,14.1%,112,7.5,6.1%,7.6,0.5,1.1%,5.8,3.2,55.6%,26.2%,1.6,0.6,36.4%,7.4%,108,2.0,15.9%,31,2.6,67,3.1,39,9.3%,6.3,22.2,4.9,6.2,14.3,10.0,2.0,2.3,20,3.5,1.6,44.7%,15.9%,Carmelo Anthony,6.9,24.8,56.0%,83.0%,10.8%,5.0,2.2,44.1%,22.7%,28.7,12-13,44.9%,37.9%,50.2%,0.8,1.1%,纽约尼克斯,37.0,35.6%,47,9.5
75,5.5,30.0%,116,13.2,4.6%,9.7,0.8,1.5%,6.3,3.7,58.6%,25.9%,1.6,0.7,39.8%,6.8%,104,2.9,14.6%,79,2.6,74,2.1,72,8.4%,7.7,24.2,4.9,6.0,14.4,11.1,1.6,2.3,36,2.3,1.0,42.3%,9.7%,Tracy McGrady,6.5,30.3,56.4%,79.3%,9.5%,8.0,3.4,43.1%,33.0%,32.1,02-03,45.7%,38.6%,50.5%,1.7,2.2%,奥兰多魔术,39.4,35.2%,39,16.1
76,5.3,25.8%,111,8.1,5.7%,7.3,1.0,1.8%,6.4,4.0,62.4%,30.7%,2.5,1.0,39.2%,12.2%,103,3.4,17.3%,114,2.5,76,1.8,63,9.4%,5.5,20.9,5.9,3.7,12.3,9.4,2.0,1.4,33,2.4,1.0,40.9%,11.4%,Tracy McGrady,7.9,25.1,53.2%,74.8%,11.5%,5.8,2.1,35.8%,27.8%,25.6,01-02,45.1%,36.4%,48.3%,1.6,2.1%,奥兰多魔术,38.3,31.1%,43,11.5
82,1.8,8.7%,113,6.1,12.0%,10.0,2.8,6.0%,5.6,4.2,75.3%,55.3%,4.0,1.8,45.2%,39.6%,95,7.1,31.3%,197,3.3,82,3.5,67,18.7%,5.9,10.2,9.7,0.1,3.8,6.2,3.5,0.0,23,0.4,0.2,39.4%,4.0%,Dwight Howard,13.2,24.0,63.0%,59.2%,22.0%,0.0,0.0,33.3%,0.4%,18.3,09-10,61.2%,0.0%,61.2%,0.9,1.4%,奥兰多魔术,34.7,23.9%,59,13.2
5,0.8,7.3%,111,0.2,8.7%,3.2,1.6,6.1%,1.2,0.8,66.7%,16.2%,4.2,2.0,47.6%,56.8%,105,0.1,24.9%,1,1.4,5,2.6,2,13.7%,3.0,7.4,4.0,0.0,7.5,3.6,1.4,0.0,4,2.0,0.8,40.0%,27.0%,Yao Ming,5.4,19.8,57.9%,93.8%,16.8%, , , ,0.0%,10.2,10-11,48.6%, ,48.6%,0.0,0.0%,休斯顿火箭,18.2,24.8%,1,0.3
66,2.0,14.2%,102,1.4,1.7%,1.4,0.3,1.0%,1.7,1.2,70.0%,15.3%,0.9,0.2,21.7%,8.4%,111,0.3,9.6%,12,1.6,29,2.3,6,12.0%,1.2,10.9,2.1,4.1,17.2,4.8,0.4,1.7,43,0.8,0.3,43.4%,7.4%,Klay Thompson,2.4,14.9,54.5%,86.8%,5.7%,3.4,1.4,41.4%,31.6%,12.5,11-12,44.3%,41.4%,52.0%,0.7,1.6%,金州勇士,24.4,24.7%,23,1.7
82,7.1,27.4%,115,8.9,1.5%,9.7,0.1,0.2%,5.7,3.3,57.8%,30.3%,2.6,1.1,43.6%,13.6%,109,2.8,6.1%,2,3.0,82,1.3,70,11.4%,7.9,19.0,2.4,3.4,11.8,8.7,0.6,1.2,32,2.9,1.3,42.9%,15.4%,Allen Iverson,3.0,20.9,56.7%,80.9%,3.8%,4.4,1.8,41.6%,23.0%,26.4,07-08,45.8%,34.5%,48.8%,2.0,2.2%,丹佛掘金,41.8,26.7%,50,11.6
55,3.6,21.0%,106,3.7,5.4%,6.7,0.4,1.0%,5.5,3.4,61.5%,29.4%,1.9,0.5,26.0%,10.1%,102,2.6,15.9%,28,2.6,55,2.8,28,10.8%,5.4,18.6,4.7,3.7,12.8,8.0,1.6,1.2,26,2.9,1.1,39.2%,15.4%,Carmelo Anthony,6.3,21.1,52.5%,80.4%,10.6%,4.7,1.8,38.2%,25.3%,22.6,11-12,43.0%,33.5%,46.3%,1.1,1.7%,纽约尼克斯,34.1,31.8%,29,6.2
77,2.9,14.7%,109,5.4,5.0%,7.9,0.6,1.3%,6.3,3.7,59.4%,32.1%,2.0,0.6,30.9%,10.1%,108,2.5,18.3%,53,2.7,77,2.9,65,10.4%,6.6,19.5,5.8,3.3,12.4,8.9,1.5,1.2,34,2.4,0.9,35.3%,12.4%,Carmelo Anthony,7.3,21.7,55.7%,83.8%,11.8%,5.6,2.5,44.0%,28.6%,25.6,10-11,45.5%,37.8%,48.7%,0.9,1.2%,总计,35.7,32.0%,43,7.9
77,4.6,22.8%,109,8.3,6.7%,7.6,1.5,2.8%,6.3,3.7,58.6%,28.0%,3.2,1.3,41.6%,14.1%,101,3.9,14.3%,80,2.6,77,2.1,68,9.1%,5.6,22.4,5.0,2.2,11.5,10.2,2.5,0.8,38,4.5,1.8,40.0%,20.3%,Tracy McGrady,7.5,24.9,52.1%,73.3%,10.4%,6.3,2.7,42.5%,28.0%,26.8,00-01,45.7%,35.5%,47.4%,1.5,1.9%,奥兰多魔术,40.1,31.2%,39,12.2
79,3.3,18.8%,106,3.7,8.3%,5.0,1.9,4.3%, , , , , , , , ,103,2.9,14.7%, ,2.0,34,2.5, ,11.8%,3.5,12.9,4.0,0.8, ,5.8,2.4,0.2,35, , , , ,Tracy McGrady,6.3,20.0,50.9%,70.7%,11.4%, , , , ,15.4,99-00,45.1%,27.7%,46.0%,1.1,1.9%,多伦多猛龙,31.2,24.3%,44,6.6
49,2.3,19.1%,106,1.8,12.4%,3.2,1.3,4.5%, , , , , , , , ,100,1.4,16.7%, ,1.6,2,1.9, ,15.0%,2.3,7.9,3.2,0.7, ,3.4,2.4,0.2,26, , , , ,Tracy McGrady,5.7,20.6,50.4%,72.6%,14.6%, , , , ,9.3,98-99,43.6%,22.9%,44.7%,1.1,2.5%,多伦多猛龙,22.6,21.9%,23,3.3
67,3.4,23.5%,98,-0.4,3.7%,2.8,0.7,2.6%,3.1,2.1,65.9%,30.9%,1.5,0.6,39.8%,15.1%,109,1.6,14.6%,20,2.1,3,1.9,17,15.5%,2.0,10.2,3.0,1.7,11.1,4.5,0.7,0.5,30,2.0,0.6,30.6%,19.6%,Dwyane Wade,3.8,15.0,50.0%,71.4%,9.2%,1.9,0.7,36.8%,18.3%,11.4,17-18,43.8%,28.8%,46.2%,0.9,2.0%,总计,23.0,26.2%,37,1.1
80,10.3,49.8%,109,5.5,5.6%,7.1,0.3,0.6%,7.9,4.8,61.1%,37.5%,1.5,0.5,30.6%,7.2%,104,4.5,25.7%,57,4.8,80,2.5,69,16.4%,5.2,21.1,8.2,4.1,11.3,9.5,1.9,1.2,33,3.2,1.2,38.2%,15.1%,Russell Westbrook,10.1,24.7,52.4%,73.7%,15.3%,4.4,1.7,39.4%,20.9%,25.4,17-18,44.9%,29.8%,47.7%,1.8,2.5%,俄克拉荷马雷霆,36.5,34.1%,47,10.1
79,1.4,7.3%,113,6.2,13.8%,10.7,2.9,5.9%,6.8,4.8,70.7%,54.6%,4.9,2.1,43.3%,39.8%,95,7.6,29.5%,202,3.0,79,3.4,94,15.1%,6.4,12.4,9.6,0.0,3.4,7.1,4.3,0.0,22,0.6,0.1,25.0%,4.5%,Dwight Howard,13.8,25.4,60.0%,59.4%,21.8%,0.1,0.0,25.0%,0.8%,20.6,08-09,57.2%,0.0%,57.2%,1.0,1.4%,奥兰多魔术,35.7,26.1%,57,13.8
82,1.3,6.1%,113,6.4,10.9%,10.9,2.1,4.2%,6.9,5.2,75.6%,58.4%,4.1,1.7,40.1%,34.8%,99,6.4,31.6%,269,3.2,82,3.3,84,16.1%,6.5,11.9,10.8,0.0,3.4,7.1,3.4,0.0,30,0.7,0.2,25.0%,5.7%,Dwight Howard,14.2,22.9,61.9%,59.0%,21.7%,0.1,0.0,50.0%,0.6%,20.7,07-08,59.9%,0.0%,59.9%,0.9,1.2%,奥兰多魔术,37.7,24.2%,52,12.9
82,1.9,9.5%,107,3.9,11.8%,8.1,1.9,4.2%,6.7,4.8,72.0%,62.7%,3.5,1.5,42.9%,33.1%,99,5.8,28.9%,254,3.9,82,3.0,71,21.4%,4.8,10.6,8.8,0.0,2.7,6.4,3.5,0.0,42,0.4,0.1,18.8%,3.7%,Dwight Howard,12.3,21.1,61.9%,58.6%,20.5%,0.0,0.0,33.3%,0.3%,17.6,06-07,60.3%,50.0%,60.3%,0.9,1.2%,奥兰多魔术,36.9,22.7%,40,9.7
77,1.8,10.0%,114,5.6,9.6%,5.7,1.9,4.2%,4.4,2.9,64.4%,33.2%,5.4,2.8,53.0%,40.0%,101,5.0,24.1%,76,3.0,77,3.3,41,16.0%,4.9,13.4,7.2,0.0,6.4,7.4,2.6,0.0,27,3.0,1.4,47.0%,22.3%,Yao Ming,9.9,22.7,61.8%,86.6%,17.1%,0.6,0.2,37.8%,4.4%,19.7,08-09,54.8%,100.0%,54.9%,0.4,0.6%,休斯顿火箭,33.6,26.2%,50,10.6
55,2.3,11.5%,112,4.2,9.6%,7.4,2.0,4.0%,5.3,3.5,65.9%,34.4%,4.6,2.2,46.9%,29.8%,99,4.1,22.9%,83,3.3,55,3.1,34,15.1%,6.3,15.5,7.7,0.0,7.4,7.9,3.1,0.0,19,3.8,1.7,43.1%,24.8%,Yao Ming,10.8,22.5,58.7%,85.0%,16.4%,1.7,0.5,31.5%,10.8%,22.0,07-08,50.7%,0.0%,50.7%,0.5,0.6%,休斯顿火箭,37.2,27.1%,36,8.3
65,7.2,29.6%,106,4.0,1.0%,9.4,0.2,0.3%,5.5,3.2,58.6%,27.4%,2.6,1.0,39.8%,13.0%,108,2.2,6.9%,2,4.1,64,1.5,58,14.5%,7.5,20.2,2.6,3.0,11.9,8.9,0.4,1.0,34,4.1,1.8,43.3%,20.4%,Allen Iverson,3.0,19.6,54.0%,79.5%,4.0%,4.9,1.9,39.1%,24.1%,26.3,06-07,44.2%,31.5%,46.6%,1.9,2.2%,总计,42.5,29.3%,31,6.2
50,7.2,28.3%,106,2.9,0.9%,8.7,0.2,0.4%,5.3,3.2,59.2%,28.2%,2.6,1.0,39.4%,13.9%,108,1.7,7.1%,2,4.0,49,1.5,42,15.1%,6.6,18.9,2.7,2.9,11.6,8.6,0.3,1.0,24,3.8,1.8,46.8%,19.9%,Allen Iverson,3.0,18.4,54.5%,75.9%,4.0%,4.3,1.6,38.0%,22.8%,24.8,06-07,45.4%,34.7%,48.0%,1.8,2.1%,丹佛掘金,42.4,27.1%,26,4.6
27,3.0,14.3%,107,2.8,5.2%,7.0,0.6,1.3%,6.8,3.9,56.6%,35.3%,1.9,0.6,32.6%,9.8%,107,1.9,19.3%,41,2.4,27,3.3,39,11.0%,6.1,19.9,5.2,4.6,11.7,9.1,1.5,2.0,13,2.2,0.8,36.6%,11.6%,Carmelo Anthony,6.7,21.2,54.7%,87.2%,12.4%,5.9,2.6,44.4%,30.3%,26.3,10-11,46.1%,42.4%,47.4%,0.9,1.2%,纽约尼克斯,36.2,32.5%,14,4.7
50,2.8,15.3%,114,2.6,4.8%,8.3,0.6,1.1%,5.3,3.5,66.2%,26.5%,2.1,0.6,28.1%,10.6%,111,0.6,16.5%,12,2.8,50,2.7,26,9.4%,6.9,19.3,6.1,2.5,13.8,8.7,1.5,0.8,21,2.8,0.9,33.3%,14.0%,Carmelo Anthony,7.6,22.8,57.5%,82.3%,10.6%,5.1,2.2,43.1%,25.6%,25.2,10-11,45.2%,33.3%,51.0%,0.9,1.3%,丹佛掘金,35.5,31.0%,29,3.2
64,1.5,14.0%,106,1.3,9.6%,1.7,1.0,3.6%, , , , , , , , ,109,0.7,16.2%, ,1.0,17,1.3, ,12.9%,1.2,6.2,2.6,0.6, ,2.8,1.6,0.2,51, , , , ,Tracy McGrady,4.2,17.4,50.5%,71.2%,12.8%, , , , ,7.0,97-98,45.0%,34.1%,46.7%,0.8,2.2%,多伦多猛龙,18.4,19.1%,13,2.0
21,3.1,23.3%,102,0.4,4.2%,2.6,0.7,2.5%,3.1,2.1,67.8%,32.9%,1.2,0.5,40.4%,13.1%,110,0.9,14.7%,12,2.3,0,1.9,14,15.7%,2.0,11.8,2.9,2.0,10.9,4.8,0.5,0.4,10,2.2,0.7,31.3%,22.8%,Dwyane Wade,3.4,15.9,51.9%,74.5%,9.5%,1.5,0.5,35.3%,15.6%,12.0,17-18,40.9%,22.0%,48.2%,0.9,1.9%,迈阿密热火,22.2,24.3%,11,1.3
46,3.5,23.9%,90,-0.8,2.6%,2.9,0.7,2.7%,3.2,2.0,61.8%,27.5%,2.2,0.9,39.1%,18.6%,105,0.7,14.5%,8,2.0,3,1.8,3,15.0%,2.0,9.5,3.1,1.5,11.6,4.3,0.8,0.5,20,1.7,0.5,28.6%,14.2%,Dwyane Wade,3.9,13.1,46.5%,70.1%,8.5%,2.7,1.0,38.6%,23.1%,11.2,17-18,45.5%,32.9%,42.7%,0.9,2.0%,克里夫兰骑士,23.3,30.7%,26,-0.1
60,3.8,22.3%,103,0.9,3.8%,4.7,0.7,1.8%,4.0,2.3,56.9%,25.0%,2.5,1.1,42.5%,16.0%,106,2.5,12.6%,29,2.3,59,1.9,30,11.3%,3.7,15.9,3.5,2.4,12.3,6.9,1.1,0.8,31,3.3,1.4,43.1%,20.6%,Dwyane Wade,4.5,18.5,50.8%,79.4%,8.1%,3.7,1.4,37.4%,23.2%,18.3,16-17,43.4%,31.0%,45.7%,1.4,2.4%,芝加哥公牛,29.9,29.6%,29,3.4
81,10.4,57.3%,112,8.5,5.4%,10.4,0.4,0.9%,7.0,4.0,57.6%,29.3%,1.6,0.5,30.5%,6.7%,104,4.6,28.8%,49,5.4,81,2.3,61,15.9%,8.8,24.0,9.0,7.2,13.8,10.2,1.7,2.5,35,4.1,1.8,43.4%,17.1%,Russell Westbrook,10.7,30.6,55.4%,84.5%,17.1%,4.0,1.4,34.5%,16.7%,31.6,16-17,42.5%,34.3%,47.6%,1.6,2.3%,俄克拉荷马雷霆,34.6,41.7%,46,13.1
80,10.4,49.6%,115,10.0,6.1%,7.2,0.3,0.6%,6.8,4.1,59.6%,37.7%,2.0,0.8,40.9%,11.0%,103,4.0,18.1%,69,4.3,80,2.5,50,16.8%,5.8,18.1,6.0,4.3,10.9,8.2,1.8,1.3,25,3.1,1.3,42.9%,17.1%,Russell Westbrook,7.8,27.6,55.4%,81.2%,12.4%,1.9,0.8,39.2%,10.6%,23.5,15-16,45.4%,29.6%,48.9%,2.0,2.9%,俄克拉荷马雷霆,34.4,31.6%,55,14.0
67,8.6,47.0%,111,7.5,5.9%,9.8,0.2,0.5%,7.6,4.4,58.0%,34.6%,2.3,0.7,31.0%,10.5%,103,3.2,16.7%,48,4.4,67,2.7,46,14.3%,8.1,22.0,5.4,4.3,11.7,9.4,1.9,1.3,27,3.7,1.5,40.2%,16.9%,Russell Westbrook,7.3,29.1,53.6%,83.5%,11.4%,4.0,1.5,36.3%,18.4%,28.1,14-15,42.6%,29.9%,45.5%,2.1,3.0%,俄克拉荷马雷霆,34.4,38.4%,40,10.6
82,1.5,7.2%,108,4.2,12.1%,7.3,1.4,3.0%,6.6,4.2,64.3%,61.3%,3.2,1.3,40.2%,29.4%,103,4.4,29.2%,214,2.6,81,3.4,65,15.9%,4.3,10.7,9.0,0.0,3.3,5.7,3.5,0.0,46,0.7,0.2,21.7%,6.8%,Dwight Howard,12.5,19.3,56.5%,59.5%,20.9%,0.2,0.0,20.0%,2.3%,15.8,05-06,53.1%,0.0%,53.1%,0.8,1.2%,奥兰多魔术,36.8,21.3%,36,8.6
82,0.9,4.4%,111,3.8,12.2%,5.0,1.7,3.6%,4.9,3.0,62.3%,59.2%,2.5,1.0,40.7%,30.1%,104,3.5,22.2%,162,2.0,82,2.8,29,16.1%,3.4,8.3,6.5,0.0,3.7,4.3,3.5,0.0,46,0.5,0.1,16.7%,6.2%,Dwight Howard,10.0,17.2,57.1%,67.1%,17.3%,0.3,0.1,42.9%,4.1%,12.0,04-05,52.0%,0.0%,52.0%,0.9,1.5%,奥兰多魔术,32.6,16.7%,36,7.3
48,2.0,12.3%,111,4.0,7.2%,8.6,2.0,4.5%,5.3,3.4,65.0%,31.0%,6.6,3.1,46.7%,38.7%,98,3.4,24.7%,52,3.5,48,3.3,37,14.3%,7.4,17.1,7.3,0.0,6.8,8.8,2.1,0.0,16,4.6,2.0,44.5%,26.9%,Yao Ming,9.4,26.5,60.1%,86.2%,16.0%,0.5,0.3,46.2%,3.2%,25.0,06-07,51.6%,0.0%,51.6%,0.4,0.6%,休斯顿火箭,33.8,33.5%,32,7.4
57,1.5,9.8%,113,5.0,9.1%,6.9,1.6,3.9%,5.4,3.6,67.6%,34.0%,6.2,3.0,47.9%,39.2%,100,3.5,25.6%,63,2.6,57,3.4,55,12.0%,5.9,15.8,7.6,0.0,6.2,8.2,2.6,0.0,30,3.8,1.5,39.2%,24.1%,Yao Ming,10.2,25.6,59.2%,85.3%,17.5%,0.4,0.1,26.1%,2.6%,22.3,05-06,51.9%,0.0%,51.9%,0.5,0.8%,休斯顿火箭,34.2,29.9%,27,8.6
80,0.8,5.0%,113,6.0,10.2%,6.2,2.0,5.1%,4.6,3.3,71.9%,37.9%,4.2,1.9,46.7%,34.1%,99,4.7,21.4%,126,2.5,80,3.7,56,14.1%,4.9,12.2,5.8,0.0,6.2,6.7,2.6,0.0,30,2.8,1.3,45.7%,22.9%,Yao Ming,8.4,23.2,61.4%,78.3%,15.9%,0.6,0.2,30.0%,5.1%,18.3,04-05,55.2%, ,55.2%,0.4,0.8%,休斯顿火箭,30.6,26.8%,50,10.7
15,7.3,34.0%,105,1.0,1.3%,11.6,0.1,0.1%,6.2,3.5,57.0%,25.4%,2.6,1.1,41.0%,10.7%,108,0.5,6.4%,0,4.4,15,1.4,16,13.0%,10.3,24.4,2.3,3.5,12.5,10.1,0.5,0.8,10,5.3,1.9,35.0%,21.9%,Allen Iverson,2.7,23.5,52.9%,88.5%,3.8%,6.7,2.8,41.6%,27.6%,31.2,06-07,41.3%,22.6%,42.9%,2.2,2.7%,费城76人,42.7,36.7%,5,1.6
72,7.4,34.9%,111,8.8,1.7%,11.5,0.1,0.2%,7.5,4.1,54.9%,29.5%,3.3,1.4,43.5%,13.0%,110,1.8,7.1%,3,3.4,72,1.7,68,10.2%,9.4,25.3,2.6,3.1,11.4,11.3,0.6,1.0,37,4.8,2.3,47.3%,19.0%,Allen Iverson,3.2,25.9,54.3%,81.4%,4.4%,6.6,2.5,37.9%,26.2%,33.0,05-06,44.7%,32.3%,46.7%,1.9,2.3%,费城76人,43.1,35.8%,35,10.6
69,3.2,15.9%,110,5.6,6.7%,8.9,0.4,0.9%,7.9,4.7,59.5%,36.2%,2.2,0.7,32.4%,9.9%,109,2.4,13.1%,57,3.0,69,3.3,59,10.6%,7.4,21.8,4.4,2.7,11.1,10.0,2.2,0.9,24,2.7,1.2,44.4%,12.5%,Carmelo Anthony,6.6,22.2,54.8%,83.0%,9.9%,6.3,2.5,40.0%,29.1%,28.2,09-10,45.8%,31.6%,47.8%,1.3,1.7%,丹佛掘金,38.2,33.4%,45,7.9
66,3.4,18.1%,105,2.4,5.6%,7.1,0.4,0.8%,6.4,3.6,56.8%,35.1%,1.5,0.6,38.6%,8.4%,107,2.6,17.0%,64,3.0,66,3.0,38,12.3%,5.6,18.3,5.2,2.6,11.5,8.1,1.6,1.0,21,2.4,0.8,31.4%,13.2%,Carmelo Anthony,6.8,19.0,53.2%,79.3%,11.5%,5.3,2.1,40.2%,29.2%,22.8,08-09,44.3%,37.1%,46.9%,1.1,1.7%,丹佛掘金,34.5,31.5%,45,5.0
77,1.6,10.4%,112,2.6,1.2%,1.4,0.6,2.1%,0.4,0.3,75.8%,4.4%,0.3,0.1,47.6%,2.8%,108,2.2,25.2%,1,0.7,77,1.9,9,6.0%,1.3,9.8,5.4,4.4,19.2,4.5,0.3,1.8,53,2.0,0.9,47.4%,20.1%,Dirk Nowitzki,5.7,16.7,57.5%,89.8%,12.8%,2.8,1.3,47.0%,28.4%,12.0,17-18,45.6%,40.9%,54.7%,0.6,1.1%,达拉斯独行侠,24.7,20.5%,24,4.8
74,4.6,27.4%,103,2.4,4.3%,5.5,0.6,1.4%,4.7,3.1,64.8%,29.5%,3.7,1.6,43.0%,23.0%,106,2.6,10.7%,36,2.7,73,1.6,27,13.0%,4.4,16.0,3.0,0.6,9.6,7.3,1.1,0.1,31,2.9,1.0,34.0%,17.9%,Dwyane Wade,4.1,20.3,51.7%,79.3%,7.6%,4.1,1.6,38.6%,25.9%,19.0,15-16,45.6%,15.9%,45.9%,1.1,1.8%,迈阿密热火,30.5,31.6%,43,4.9
62,4.8,32.1%,102,2.1,3.6%,6.0,0.3,0.9%,4.0,2.7,68.1%,22.9%,3.3,1.6,48.8%,18.7%,108,1.4,9.6%,25,3.4,62,1.7,31,14.4%,4.6,17.5,2.6,1.6,11.9,8.2,0.9,0.5,34,3.5,1.5,42.9%,20.2%,Dwyane Wade,3.5,21.4,53.4%,76.8%,6.7%,4.9,1.9,37.8%,28.3%,21.5,14-15,47.0%,28.4%,48.3%,1.2,2.0%,迈阿密热火,31.8,34.7%,28,3.5
54,4.7,25.5%,110,3.5,4.4%,4.8,0.5,1.4%,5.0,3.5,70.3%,35.3%,2.8,1.4,51.7%,19.8%,106,2.0,12.3%,40,3.0,53,2.0,34,15.5%,3.5,14.1,3.4,0.6,9.6,7.7,1.1,0.2,18,2.2,1.1,50.0%,15.8%,Dwyane Wade,4.5,22.0,58.8%,73.3%,8.5%,3.5,1.5,41.8%,24.8%,19.0,13-14,54.5%,28.1%,55.1%,1.5,2.3%,迈阿密热火,32.9,27.9%,36,5.5
46,6.9,40.2%,108,3.0,4.6%,6.4,0.2,0.4%,5.7,3.4,59.2%,33.1%,1.6,0.4,26.4%,9.1%,102,2.3,15.9%,30,3.8,46,2.3,20,16.1%,5.3,17.2,4.5,4.7,12.9,7.5,1.2,1.5,12,2.4,1.0,44.4%,13.7%,Russell Westbrook,5.7,24.7,54.5%,82.6%,10.5%,2.9,1.2,41.5%,17.1%,21.8,13-14,43.7%,31.8%,48.0%,1.9,3.1%,俄克拉荷马雷霆,30.6,34.4%,34,5.2
82,1.5,9.3%,110,6.5,9.1%,5.4,1.9,4.5%,4.0,2.9,73.0%,32.2%,4.6,1.9,41.5%,36.7%,97,4.8,22.4%,94,2.5,82,3.3,49,14.3%,4.4,12.5,6.6,0.0,7.1,6.5,2.4,0.0,37,2.6,1.2,44.4%,21.1%,Yao Ming,9.0,21.9,58.6%,80.9%,16.1%,1.2,0.5,41.6%,9.9%,17.5,03-04,52.2%,0.0%,52.2%,0.3,0.4%,休斯顿火箭,32.8,25.3%,45,11.4
75,7.9,37.6%,105,5.3,1.8%,10.5,0.1,0.2%,7.6,4.2,54.8%,31.3%,2.3,1.0,43.4%,9.5%,105,3.7,8.9%,3,4.6,75,1.9,59,13.7%,8.7,24.2,3.3,4.5,12.2,10.3,0.7,1.4,34,3.7,1.4,38.6%,15.4%,Allen Iverson,4.0,23.2,53.2%,83.5%,5.3%,6.1,2.3,37.6%,25.2%,30.7,04-05,42.4%,30.8%,45.3%,2.4,2.9%,费城76人,42.3,35.0%,41,9.0
48,6.8,34.4%,96,0.5,2.0%,9.5,0.1,0.2%,6.5,3.4,53.2%,27.6%,2.7,0.9,34.6%,11.6%,102,2.3,8.2%,4,4.4,47,1.8,34,13.6%,7.1,23.4,3.0,4.1,12.8,9.1,0.7,1.2,29,2.8,1.0,33.8%,12.1%,Allen Iverson,3.7,19.3,47.8%,74.5%,5.1%,7.3,2.5,34.9%,31.1%,26.4,03-04,38.7%,28.6%,41.2%,2.4,3.1%,费城76人,42.5,35.3%,19,2.8
77,3.4,16.1%,109,5.2,7.0%,7.7,0.5,1.0%,7.2,4.7,65.0%,37.5%,1.6,0.5,32.3%,8.4%,107,3.0,14.9%,123,3.3,77,3.3,43,12.7%,6.0,19.2,5.1,2.1,10.9,9.5,2.3,0.8,30,2.8,1.0,36.6%,14.6%,Carmelo Anthony,7.4,21.1,56.8%,78.6%,11.0%,5.5,2.5,45.0%,28.5%,25.7,07-08,49.2%,35.4%,51.1%,1.3,1.7%,丹佛掘金,36.4,30.2%,47,8.2
65,3.8,19.2%,109,5.2,6.6%,8.7,0.4,0.7%,9.4,6.0,64.1%,42.2%,1.8,0.7,40.7%,8.1%,108,2.1,11.1%,157,3.6,65,3.1,52,12.1%,7.1,22.4,3.8,2.3,10.0,10.6,2.2,0.6,28,2.5,0.8,33.3%,11.4%,Carmelo Anthony,6.0,22.1,55.2%,80.8%,8.9%,6.3,2.4,38.0%,28.1%,28.9,06-07,47.6%,26.8%,48.9%,1.2,1.5%,丹佛掘金,38.2,33.4%,37,7.3
